"professorName","department","sourceSystem","sourceUrl","externalId","averageRating","reviewCount","difficultyRating","wouldTakeAgainPercent","capturedAt"
"Tracy A. Heath","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Tracy L. Lucht","Greenlee School of Journalism and Communication and Interim","RATE_MY_PROFESSORS","","","","","","",""
"Tracy Nicholson","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Tracy Turner","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Travis Chilcott","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Travis Grager","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Travis Hosteng","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Travis Lloyd Butler","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Travis R. A. Sapp","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Travis Sippel","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Trevor Kliever","Interior Design","RATE_MY_PROFESSORS","","","","","","",""
"Tricia Neppl","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Truong Duong","Finance and Interim","RATE_MY_PROFESSORS","","","","","","",""
"Tsing-Chang Chen","Earth, Atmosphere, and Climate; Emeritus Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Tuhin Mukherjee","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Tyler C. Thacker","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Tyler K. Jensen","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Udoyara S. Tim","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Ulrike Genschel","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Ulrike Passe","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Valentina Salotti","Finance; Senior Associate","RATE_MY_PROFESSORS","","","","","","",""
"Valery Levitas","Mechanical Engineering; Professor of Aerospace Engineering; Anson Marston Distinguished Professor in Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Vaughn A. Seaton","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Venkataramana Ajjarapu","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Verena Paepcke-Hjeltness","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Vernon Dean Ryan","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Vernon R. Schaefer","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Veronica Joy Dark","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Victor A. Bekkum","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Victoria Blumen","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Vijay Kalivarapu","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Vikram L. Dalal","Electrical and Computer Engineering; Anson Marston Distinguished Professor in Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Vinay Dayal","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Vincenzo Venditti","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Virginia K. Molgaard","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Virginia Melnyk","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Vivekananda Roy","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Vladimir Antropov","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Vladimir Kulic","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Vlastislav Bracha","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Volker Brendel","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Volker H. Hegelheimer","English","RATE_MY_PROFESSORS","","","","","","",""
"W. Ray Waters","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"W. Robert Stephenson","Statistics; University Professor; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"W. Samuel Easterling","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"WILLIAM P. McCARTHY","English","RATE_MY_PROFESSORS","","","","","","",""
"Wallapak Tavanapong","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Walter Haw Hsu","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Walter Moss","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Walter R. Fehr","Agronomy; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Walter S. Trahanovsky","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Walter Scott Struve","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Walter Suza","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Warren D. Franke","Kinesiology and Health; Emeritus Professor of Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Warren Dean Dolphin","Genetics, Development, and Cell Biology; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Warren Phillips","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Wayne A. Fuller","Statistics; Emeritus Professor of Economics; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Wayne A. Hagemoser","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Wayne A. Pedersen",,"RATE_MY_PROFESSORS","","","","","","",""
"Wayne Allred Rowley","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Wayne Chen","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Wayne S. Osborn","History","RATE_MY_PROFESSORS","","","","","","",""
"Wayne Thogmartin","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Wei Hong","Aerospace Engineering; B.S., 2000, M.S., 2002, Tsinghua (China); Ph.D., 2006, Harvard","RATE_MY_PROFESSORS","","","","","","",""
"Wei Le","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Wei Zhang","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Weidong Xu","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Wendelyn Sue Fairbanks","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Wendie Ellen Schneider","History","RATE_MY_PROFESSORS","","","","","","",""
"Wendy Jean Harrod","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Wendy Maury","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Wendy Parker","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Wendy S. White","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Wendy Ware","Veterinary Clinical Sciences; Emerita Professor of Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Wendy Wintersteen","Plant Pathology, Entomology, and Microbiology; Emeritus President of the University","RATE_MY_PROFESSORS","","","","","","",""
"Wenjuan Huang","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Wenli Zhang","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Wensheng Zhang","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Wenyu Huang","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Wenzhen Li","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Wesley Everman","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Wesley Lefferts","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"William A. Gallus","Earth, Atmosphere, and Climate; Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"William B. Rudolph","Mathematics; Emeritus Professor of School of Education","RATE_MY_PROFESSORS","","","","","","",""
"William Beck","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"William C. Boon","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"William D. Hoefle","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"William Dale Beavis","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"William Donald Payne","English; Emeritus Associate Professor of School of Education","RATE_MY_PROFESSORS","","","","","","",""
"William F. Woodman","Sociology and Criminal Justice; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"William G. Crumpton","Ecology, Evolution, and Organismal Biology; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"William H. Brockman","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"William H. Meyers","Economics","RATE_MY_PROFESSORS","","","","","","",""
"William Howard Carter","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"William J. Grundmann","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"William J. Gutowski","Earth, Atmosphere, and Climate; Emeritus Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"William J. Jr. Kennedy","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"William J. Owings","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"William Jenks","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"William K., Jr. Poston","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"William Lawrence","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"William Lord","Electrical and Computer Engineering; Anson Marston Distinguished Professor in Engineering","RATE_MY_PROFESSORS","","","","","","",""
"William M. Edwards","Economics","RATE_MY_PROFESSORS","","","","","","",""
"William Mills David","Music and Theatre; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"William N. Dilla","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"William Prindle","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"William Q. Jr. Meeker","Statistics; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"William R. Clark","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"William R. Graves","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"William Robinson","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"William Rose","Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"William Schmarzo","Practice, Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"William W. Bathie","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"William W. Simpkins","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"William Wade Miller","Agricultural Education and Studies; Emeritus Professor of School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Willis J. Goudy","Sociology and Criminal Justice; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Wolfgang H. Kliemann","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Wyatt A. Miller","Plant Pathology, Entomology, and Microbiology; Professor of Biochemistry, Biophysics and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Wyatt J. Brown","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Xavier Dapena","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Xianglan Bai","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Xianran Li","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Xiao-Bing Yang","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Xiaoli Tan","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Xiaolu Wang","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Xiaoqing Wu","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Xiaoqiu Huang","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Xinwei Wang","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Xuan Hien Nguyen","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Xueyu Song","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Xuhui Wo","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Xun Gu","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Yalem Teshome","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Yan Huang","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Yan Zhao","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Yan-Bin Jia","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Yang Du","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yang Li","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Yang Yang","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Yanhai Yin","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Yanhua Lu","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Yehua Li","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Yeon-Kyun Shin","Biochemistry, Biophysics, and Molecular Biology; Emeritus Professor of Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Yi Jin","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Yichun Miriam Liu","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Ying Cai","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Yiu Tung Poon","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Yong Guan","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yong S. Lee","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Yonghong Jia","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Yongxin Yao","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Yongyeon Cho","Interior Design","RATE_MY_PROFESSORS","","","","","","",""
"Yoshinori Suzuki","Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"Young-Jin Lee","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Young-Woong Park","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Yu Wang","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Yu-Min Tsai","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yuan Zhang","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Yuderka Trinidad","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yue Ren","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Yue Wu","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yuji Furukawa","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Yuko Sato","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Yulia Zaikina","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Yuliya Bolotova","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Yunjeong Mo","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Yvonne Lee","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"ZORAIDA DeFREITAS","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Zengyi Shao","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Zhao Zhang","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Zhaoyu Wang","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Zhe Fei","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Zhengyu Liu",,"RATE_MY_PROFESSORS","","","","","","",""
"Zhengyuan Zhu","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Zhijun Wu","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Zhimin Xie","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Zhiyou Wen","Food Science and Human Nutrition; Associate Professor of Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Zhulin He","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Zipora Shechtman","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Zlatan Krizan","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Zoe Lambert","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Zoe Thornton","Practice in School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Zora Devrnja Zimmerman","English","RATE_MY_PROFESSORS","","","","","","",""
"abhay bangalore Ramachandra","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
